program_id,milestones_missed,burn_rate,stakeholder_count,at_risk
197,21,0.31,291.41,0
198,29,0.45,450.2,1
199,40,0.433,194.74,0
200,47,0.14,293.39,1
201,2,0.175,315.03,1
202,28,0.452,144.44,0
203,7,0.44,334.08,1
204,12,0.28,87.04,0
205,20,0.299,295.15,1
206,18,0.247,266.32,0
207,27,0.383,372.14,1
208,40,0.043,408.0,1
209,48,0.226,46.15,0
210,16,0.379,217.26,0
211,49,0.06,76.95,0
212,23,0.442,496.17,1
213,15,0.183,162.54,0
214,17,0.34,330.78,1
215,56,0.15,213.86,0
216,27,0.259,435.23,1
217,30,0.498,491.08,1
218,9,0.218,327.77,1
219,13,0.305,481.8,1
220,13,0.206,255.47,0
221,1,0.333,54.46,0
222,30,0.229,46.01,0
223,3,0.212,325.56,1
224,5,0.291,336.87,1
225,12,0.01,216.78,0
226,42,0.433,34.95,0
227,8,0.451,135.5,0
228,21,0.178,225.34,0
229,21,0.337,484.28,1
230,44,0.251,455.31,1
231,4,0.246,191.59,0
232,34,0.307,449.75,1
233,29,0.301,417.2,1
234,32,0.077,109.61,0
235,7,0.318,466.81,1
236,28,0.187,251.97,0
237,13,0.077,169.03,0
238,59,0.065,258.56,1
239,28,0.369,59.99,0
240,10,0.338,55.42,0
241,38,0.046,165.15,0
242,20,0.24,160.38,0
243,35,0.364,141.36,0
244,57,0.319,480.0,1
245,25,0.39,134.07,0
246,1,0.416,261.65,0
247,29,0.384,483.95,1
248,57,0.189,462.22,1
249,14,0.3,180.68,0
250,34,0.364,233.74,0
251,9,0.13,59.03,0
252,36,0.498,289.57,1
253,39,0.426,339.57,1
254,59,0.016,147.41,0
255,15,0.307,444.6,1
256,52,0.405,303.41,1
257,5,0.073,171.4,0
258,54,0.075,441.65,1
259,7,0.416,409.44,1
260,49,0.121,145.8,0
261,21,0.395,107.64,0
262,32,0.14,462.32,1
263,50,0.355,80.83,0
264,48,0.258,179.84,0
265,34,0.204,459.86,1
266,5,0.379,162.11,0
267,23,0.324,211.53,0
268,35,0.115,209.81,0
269,28,0.088,341.43,1
270,51,0.218,446.36,1
271,43,0.211,331.0,1
272,32,0.361,343.65,1
273,30,0.26,414.69,1
274,7,0.295,285.17,0
275,56,0.322,181.01,0
276,37,0.293,295.78,1
277,22,0.362,148.04,0
278,42,0.265,121.06,0
279,21,0.161,207.09,0
280,2,0.462,142.92,0
281,3,0.281,211.36,0
282,51,0.081,452.89,1
283,34,0.481,71.71,0
284,6,0.453,287.88,0
285,55,0.323,470.27,1
286,40,0.209,439.7,1
287,24,0.154,418.67,1
288,29,0.034,344.57,1
289,25,0.341,425.11,1
290,31,0.389,442.98,1
291,21,0.283,326.78,1
292,18,0.124,393.13,1
293,46,0.102,269.83,1
294,27,0.277,237.04,0
295,56,0.472,441.03,1
296,57,0.493,369.56,1
297,39,0.252,290.6,1
298,14,0.111,306.94,1
299,25,0.024,76.76,0
300,1,0.426,151.15,0
301,31,0.237,51.94,0
302,34,0.242,47.87,0
303,16,0.438,492.03,1
304,8,0.24,474.19,1
305,22,0.0,460.75,1
306,26,0.07,94.42,0
307,21,0.122,347.24,1
308,13,0.129,56.3,0
309,18,0.446,234.24,0
310,58,0.335,293.55,1
311,10,0.151,448.66,1
312,52,0.164,45.94,0
313,24,0.164,321.06,1
314,42,0.115,309.52,1
315,35,0.146,285.01,1
316,12,0.278,190.26,0
317,17,0.476,274.28,0
318,59,0.206,339.71,1
319,28,0.112,294.66,1
320,58,0.272,233.35,0
321,9,0.401,361.62,1
322,38,0.454,406.26,1
323,47,0.02,370.99,1
324,3,0.482,409.76,1
325,1,0.379,481.76,1
326,58,0.101,73.56,0
327,4,0.4,158.93,0
328,42,0.255,260.08,0
329,6,0.185,150.82,0
330,21,0.02,391.52,1
331,20,0.199,258.99,0
332,55,0.185,417.71,1
333,28,0.284,62.85,0
334,1,0.111,103.31,0
335,42,0.238,305.01,1
336,36,0.098,246.74,0
337,3,0.19,413.57,1
338,17,0.038,241.62,0
339,2,0.277,358.2,1
340,15,0.202,381.11,1
341,40,0.235,282.61,1
342,23,0.282,485.1,1
343,56,0.082,79.24,0
344,5,0.428,181.61,0
345,26,0.201,162.43,0
346,7,0.134,478.94,1
347,16,0.372,125.01,0
348,51,0.068,10.1,0
349,19,0.33,477.63,1
350,43,0.47,172.54,0
351,28,0.372,430.41,1
352,53,0.345,361.01,1
353,43,0.234,355.76,1
354,51,0.354,251.84,0
355,59,0.19,89.79,0
356,25,0.197,106.34,0
357,46,0.002,301.81,1
358,7,0.238,282.88,0
359,5,0.458,402.1,1
360,51,0.203,322.93,1
361,37,0.375,158.53,0
362,15,0.09,189.44,0
363,6,0.19,377.7,1
364,43,0.063,317.2,1
365,17,0.372,294.19,0
366,40,0.157,340.63,1
367,26,0.216,173.41,0
368,37,0.078,97.5,0
369,36,0.226,446.41,1
370,21,0.332,79.23,0
371,33,0.047,15.79,0
372,54,0.111,335.32,1
373,3,0.183,136.66,0
374,42,0.27,310.99,1
375,35,0.466,465.5,1
376,24,0.289,107.02,0
377,44,0.267,185.87,0
378,39,0.144,309.61,1
379,35,0.056,492.31,1
380,7,0.441,165.64,0
381,50,0.005,51.66,0
382,44,0.135,197.58,0
383,23,0.206,390.28,1
384,23,0.233,262.74,0
385,22,0.475,166.52,0
386,24,0.352,229.3,0
387,29,0.419,449.95,1
388,32,0.037,264.69,0
389,20,0.353,495.18,1
390,14,0.492,211.76,0
391,31,0.378,95.99,0
392,33,0.003,103.5,0
393,30,0.083,175.68,0
394,34,0.471,303.28,1
395,59,0.051,19.45,0
396,21,0.251,96.52,0
397,28,0.11,191.38,0
398,28,0.044,420.07,1
399,53,0.494,433.73,1
400,56,0.406,359.64,1
401,53,0.448,442.84,1
402,58,0.452,181.06,0
403,9,0.046,444.05,1
404,31,0.421,49.41,0
405,33,0.435,132.16,0
406,50,0.406,73.77,0
407,54,0.238,108.48,0
408,28,0.298,12.66,0
409,15,0.118,296.39,0
410,38,0.031,116.28,0
411,55,0.419,77.78,0
412,46,0.042,213.87,0
413,37,0.187,101.96,0
414,17,0.09,149.35,0
415,7,0.211,175.0,0
416,19,0.498,390.93,1
417,46,0.306,241.62,0
418,30,0.137,451.1,1
419,30,0.454,98.88,0
420,22,0.48,300.9,1
421,49,0.249,247.18,0
422,28,0.084,239.5,0
423,52,0.215,100.82,0
424,34,0.495,228.84,0
425,25,0.002,172.87,0
426,52,0.267,288.95,1
427,13,0.448,476.84,1
428,32,0.345,75.71,0
429,13,0.377,228.39,0
430,37,0.201,339.14,1
431,33,0.184,398.72,1
432,12,0.389,427.27,1
433,55,0.145,417.97,1
434,40,0.349,375.5,1
435,25,0.049,305.55,1
436,40,0.377,370.92,1
437,54,0.333,191.09,0
438,59,0.11,409.59,1
439,40,0.447,234.29,0
440,43,0.346,489.28,1
441,18,0.477,317.12,1
442,4,0.283,477.71,1
443,18,0.486,361.75,1
444,32,0.174,143.86,0
445,48,0.105,245.69,0
446,9,0.048,409.79,1
447,47,0.217,417.9,1
448,39,0.313,383.24,1
449,49,0.341,163.45,0
450,10,0.103,299.82,0
451,33,0.093,47.08,0
452,58,0.214,240.55,0
453,58,0.037,434.66,1
454,32,0.157,116.41,0
455,31,0.245,443.71,1
456,41,0.328,106.55,0
457,21,0.385,40.82,0
458,29,0.161,337.54,1
459,41,0.471,35.01,0
460,40,0.016,178.76,0
461,39,0.447,80.83,0
462,14,0.14,474.73,1
463,17,0.277,164.72,0
464,48,0.024,81.58,0
465,8,0.4,105.39,0
466,29,0.12,89.81,0
467,6,0.133,486.53,1
468,46,0.163,121.23,0
469,47,0.446,408.2,1
470,23,0.285,132.05,0
471,43,0.317,421.11,1
472,36,0.465,142.94,0
473,8,0.236,453.62,1
474,32,0.149,282.88,0
475,18,0.384,109.26,0
476,30,0.325,250.48,0
477,36,0.373,216.36,0
478,8,0.02,302.09,0
479,15,0.005,499.63,1
480,47,0.462,202.1,0
481,55,0.064,96.67,0
482,17,0.192,97.62,0
483,40,0.253,77.06,0
484,13,0.163,463.32,1
485,16,0.091,390.69,1
486,24,0.341,175.61,0
487,51,0.489,151.17,0
488,54,0.388,52.72,0
489,12,0.03,468.46,1
490,6,0.454,90.65,0
491,2,0.424,92.47,0
492,46,0.206,249.3,0
493,40,0.294,328.77,1
494,29,0.144,395.45,1
495,3,0.119,336.92,1
496,26,0.295,335.38,1
497,55,0.443,442.69,1
498,23,0.135,58.88,0
499,41,0.052,160.21,0
500,2,0.344,30.18,0
